FTHG,FTAG,FTR,HTHG,HTAG,HR,B365H,B365D,B365A,IWH,IWD,IWA,WHH,WHD,WHA,VCH,VCD,VCA
0.0,3.0,A,0.0,0.0,0.0,2.29,3.2,3.6,2.1,3.4,3.5,2.3,3.1,3.6,2.3,3.2,3.6
3.0,0.0,H,1.0,0.0,0.0,1.44,5.0,7.5,1.5,4.2,6.5,1.5,4.33,7.0,1.45,5.0,7.0
1.0,4.0,A,1.0,1.0,0.0,6.5,4.5,1.55,6.5,4.2,1.5,6.0,4.5,1.53,6.5,4.6,1.53
0.0,2.0,A,0.0,1.0,0.0,15.0,6.5,1.25,11.0,6.0,1.25,13.0,6.0,1.25,13.0,6.5,1.22
2.0,1.0,H,0.0,0.0,0.0,1.83,3.6,5.0,1.9,3.5,4.1,1.83,3.5,4.33,1.85,3.6,4.8
0.0,2.0,A,0.0,1.0,0.0,3.0,3.1,2.7,2.7,3.2,2.7,2.8,3.1,2.62,2.9,3.2,2.7
5.0,0.0,H,2.0,0.0,0.0,1.19,8.0,15.0,1.2,6.5,15.0,1.2,6.5,13.0,1.18,8.0,17.0
1.0,2.0,A,0.0,0.0,1.0,2.5,3.29,3.1,2.3,3.3,3.15,2.4,3.2,3.0,2.5,3.3,3.13
0.0,2.0,A,0.0,0.0,0.0,2.7,3.2,2.62,2.75,3.25,2.6,2.8,3.1,2.62,2.75,3.2,2.8
1.0,2.0,A,1.0,0.0,0.0,7.0,4.33,1.44,7.2,4.4,1.45,6.0,4.33,1.5,6.5,4.5,1.53
1.0,3.0,A,0.0,3.0,0.0,9.0,5.0,1.33,9.5,5.5,1.3,8.5,4.8,1.33,10.5,5.4,1.33
2.0,0.0,H,2.0,0.0,0.0,1.25,6.0,10.0,1.2,6.5,15.0,1.22,6.0,13.0,1.25,6.0,15.0
1.0,0.0,H,0.0,0.0,0.0,1.75,3.39,5.0,1.8,3.6,4.5,1.75,3.4,5.0,1.75,3.6,5.5
2.0,2.0,D,1.0,1.0,0.0,2.29,3.29,3.1,2.3,3.2,3.25,2.3,3.4,3.0,2.3,3.5,3.2
1.0,2.0,A,0.0,1.0,0.0,2.5,3.0,3.1,2.6,3.2,2.8,2.62,3.0,2.9,2.63,3.0,3.13
3.0,0.0,H,3.0,0.0,0.0,2.7,3.25,2.6,2.65,3.3,2.65,2.88,3.1,2.6,2.9,3.25,2.63
3.0,0.0,H,0.0,0.0,0.0,1.28,5.5,10.0,1.35,5.3,8.0,1.3,5.5,10.0,1.3,6.0,11.0
1.0,3.0,A,1.0,1.0,0.0,2.29,3.29,3.1,2.3,3.4,3.1,2.3,3.2,3.1,2.4,3.4,3.13
2.0,2.0,D,0.0,0.0,0.0,2.5,3.39,3.0,2.4,3.3,2.95,2.5,3.25,3.0,2.5,3.5,2.9
1.0,1.0,D,1.0,1.0,1.0,1.85,3.5,5.0,1.83,3.6,4.3,1.85,3.3,5.0,1.85,3.4,5.2
0.0,0.0,D,0.0,0.0,0.0,4.2,3.75,1.9,4.1,3.5,1.9,4.2,3.6,1.91,4.3,3.7,1.93
1.0,2.0,A,0.0,1.0,0.0,1.95,3.6,4.2,2.0,3.4,3.8,1.95,3.4,4.33,1.93,3.6,4.4
2.0,3.0,A,2.0,0.0,0.0,1.89,3.79,4.2,1.95,3.45,3.95,1.85,3.6,4.33,1.87,3.75,4.5
1.0,2.0,A,0.0,0.0,0.0,11.0,5.5,1.33,8.0,5.3,1.35,11.0,5.0,1.33,10.5,5.5,1.33
1.0,2.0,A,0.0,0.0,0.0,2.39,3.2,3.39,2.3,3.3,3.15,2.38,3.1,3.3,2.38,3.2,3.5
1.0,1.0,D,0.0,0.0,0.0,2.37,3.2,3.39,2.5,3.3,2.85,2.4,3.1,3.3,2.38,3.2,3.1
3.0,2.0,H,2.0,1.0,1.0,1.57,4.5,6.0,1.55,4.0,6.2,1.57,4.2,6.0,1.55,4.5,6.25
1.0,1.0,D,1.0,0.0,0.0,1.28,6.0,12.0,1.3,5.5,9.5,1.29,5.5,12.0,1.29,6.0,12.0
2.0,1.0,H,2.0,0.0,0.0,2.62,3.2,3.0,2.6,3.3,2.7,2.7,3.1,2.88,2.7,3.13,3.0
3.0,2.0,H,3.0,2.0,0.0,1.9,3.5,4.75,1.95,3.45,3.95,1.91,3.2,4.8,1.85,3.5,5.0
1.0,0.0,H,0.0,0.0,0.0,2.62,3.25,3.0,2.6,3.25,2.75,2.62,3.1,2.9,2.7,3.2,2.9
3.0,0.0,H,1.0,0.0,0.0,1.25,7.0,12.0,1.25,6.0,11.0,1.25,6.0,13.0,1.25,7.0,13.0
2.0,3.0,A,1.0,0.0,0.0,4.5,3.75,1.85,4.1,3.5,1.9,4.5,3.6,1.83,4.75,3.7,1.85
1.0,1.0,D,0.0,1.0,0.0,2.54,3.25,3.1,2.5,3.3,2.85,2.5,3.1,3.1,2.55,3.2,3.13
1.0,3.0,A,1.0,2.0,0.0,2.62,3.6,2.7,2.5,3.4,2.75,2.7,3.3,2.7,2.7,3.6,2.63
0.0,1.0,A,0.0,0.0,0.0,1.18,8.0,19.0,1.17,7.5,15.0,1.17,7.5,19.0,1.2,7.5,15.0
2.0,1.0,H,1.0,1.0,0.0,3.29,3.6,2.25,3.3,3.4,2.2,3.3,3.5,2.2,3.3,3.6,2.25
1.0,1.0,D,0.0,0.0,0.0,2.0,3.6,4.0,2.0,3.4,3.8,2.0,3.3,4.2,2.0,3.5,4.1
1.0,1.0,D,0.0,0.0,0.0,6.5,4.33,1.55,6.2,4.0,1.55,6.5,4.33,1.53,6.5,4.33,1.55
0.0,2.0,A,0.0,1.0,0.0,5.0,3.89,1.75,4.8,3.6,1.75,4.8,3.8,1.75,5.2,4.0,1.73
1.0,2.0,A,0.0,1.0,0.0,4.0,3.39,1.9,3.8,3.4,2.0,4.33,3.4,1.91,4.75,3.5,1.87
0.0,0.0,D,0.0,0.0,0.0,2.25,3.29,3.2,2.3,3.4,3.05,2.38,3.5,3.0,2.38,3.5,3.13
0.0,0.0,D,0.0,0.0,0.0,2.89,3.39,2.54,2.75,3.25,2.6,2.88,3.25,2.6,3.0,3.4,2.55
2.0,2.0,D,0.0,1.0,0.0,7.5,4.5,1.5,6.2,4.0,1.55,6.5,4.2,1.53,7.0,4.5,1.5
4.0,1.0,H,0.0,0.0,0.0,1.55,4.59,6.0,1.6,4.0,5.5,1.57,4.5,5.5,1.53,4.6,6.5
5.0,0.0,H,2.0,0.0,0.0,1.14,9.0,23.0,1.2,7.0,13.0,1.14,8.5,21.0,1.14,9.0,23.0
1.0,1.0,D,1.0,0.0,0.0,2.29,3.29,3.5,2.3,3.4,3.05,2.38,3.2,3.25,2.3,3.25,3.4
1.0,0.0,H,0.0,0.0,0.0,2.29,3.39,3.39,2.4,3.2,3.05,2.3,3.2,3.2,2.3,3.25,3.5
0.0,0.0,D,0.0,0.0,0.0,2.25,3.2,3.7,2.1,3.2,3.7,2.2,3.1,3.75,2.25,3.2,3.75
5.0,0.0,H,2.0,0.0,0.0,2.04,3.6,3.79,2.0,3.4,3.8,2.1,3.3,3.75,2.1,3.6,3.7
0.0,2.0,A,0.0,1.0,0.0,2.62,3.1,3.1,2.6,3.0,2.95,2.62,3.1,2.9,2.6,3.1,3.13
0.0,0.0,D,0.0,0.0,0.0,1.33,5.75,10.0,1.3,5.5,9.5,1.33,5.0,10.0,1.3,5.75,11.0
0.0,1.0,A,0.0,1.0,0.0,1.85,3.6,4.75,1.8,3.6,4.5,1.91,3.4,4.5,1.87,3.5,4.8
2.0,1.0,H,1.0,1.0,0.0,1.72,4.0,5.0,1.7,3.7,5.0,1.73,3.75,5.0,1.7,4.0,5.2
0.0,1.0,A,0.0,1.0,0.0,7.0,4.33,1.53,6.2,4.0,1.55,7.0,4.0,1.53,7.5,4.33,1.5
2.0,1.0,H,1.0,0.0,0.0,1.44,4.75,8.0,1.5,4.2,6.5,1.44,4.33,8.0,1.4,4.8,8.5
1.0,4.0,A,1.0,2.0,0.0,10.0,5.75,1.33,7.5,4.8,1.4,11.0,5.0,1.33,10.5,5.5,1.33
2.0,0.0,H,1.0,0.0,0.0,1.16,8.5,21.0,1.17,7.5,15.0,1.17,7.0,21.0,1.14,9.0,22.0
1.0,0.0,H,0.0,0.0,0.0,4.75,3.6,1.85,4.5,3.6,1.8,4.75,3.5,1.83,4.75,3.6,1.87
1.0,0.0,H,1.0,0.0,0.0,2.1,3.6,3.7,2.3,3.4,3.05,2.1,3.4,3.6,2.1,3.6,3.6
1.0,1.0,D,0.0,0.0,0.0,2.89,3.29,2.62,2.75,3.4,2.5,2.88,3.2,2.62,3.0,3.25,2.63
0.0,2.0,A,0.0,1.0,0.0,2.25,3.5,3.39,2.2,3.4,3.3,2.3,3.25,3.3,2.25,3.5,3.4
1.0,2.0,A,1.0,0.0,0.0,2.7,3.39,2.79,2.5,3.3,2.85,2.7,3.2,2.8,2.7,3.4,2.75
2.0,1.0,H,2.0,0.0,0.0,2.37,3.39,3.2,2.3,3.3,3.15,2.4,3.2,3.2,2.38,3.3,3.3
1.0,0.0,H,0.0,0.0,0.0,8.0,4.75,1.44,8.0,5.3,1.35,8.5,4.8,1.4,8.0,4.75,1.44
5.0,0.0,H,2.0,0.0,0.0,1.57,4.2,6.5,1.5,4.2,6.5,1.57,3.75,7.0,1.55,4.33,6.5
1.0,0.0,H,1.0,0.0,0.0,2.25,3.6,3.29,2.2,3.4,3.3,2.25,3.3,3.4,2.25,3.6,3.25
0.0,0.0,D,0.0,0.0,0.0,1.08,13.0,34.0,1.12,9.0,20.0,1.11,9.0,26.0,1.06,13.0,26.0
0.0,1.0,A,0.0,0.0,0.0,3.1,3.25,2.54,3.05,3.2,2.4,3.0,3.2,2.5,3.1,3.2,2.55
1.0,1.0,D,0.0,0.0,0.0,1.16,8.5,19.0,1.17,7.5,15.0,1.17,8.0,17.0,1.2,7.0,19.0
3.0,1.0,H,1.0,0.0,0.0,3.75,3.79,2.0,3.5,3.7,2.0,3.6,3.75,2.0,3.7,3.9,2.0
3.0,1.0,H,2.0,1.0,0.0,1.12,10.0,27.0,1.12,9.0,20.0,1.12,10.0,21.0,1.13,10.5,21.0
1.0,0.0,H,0.0,0.0,0.0,1.18,8.5,17.0,1.17,7.5,15.0,1.17,8.0,17.0,1.18,8.0,17.0
0.0,0.0,D,0.0,0.0,0.0,4.75,3.79,1.8,4.5,3.6,1.8,4.5,3.8,1.8,4.75,3.8,1.8
1.0,2.0,A,1.0,0.0,0.0,2.14,3.5,3.6,2.1,3.2,3.7,2.2,3.3,3.5,2.2,3.5,3.4
2.0,0.0,H,0.0,0.0,0.0,1.8,3.79,4.75,1.85,3.5,4.3,1.75,3.6,5.0,1.75,4.0,4.8
0.0,1.0,A,0.0,1.0,0.0,6.0,4.33,1.6,5.0,4.0,1.65,5.5,4.2,1.6,6.0,4.4,1.57
4.0,0.0,H,2.0,0.0,0.0,1.19,8.0,15.0,1.15,7.5,18.0,1.2,6.5,17.0,1.17,8.0,19.0
1.0,0.0,H,1.0,0.0,0.0,1.39,5.25,8.5,1.25,6.0,11.0,1.33,5.5,9.0,1.33,5.25,9.0
3.0,0.0,H,1.0,0.0,0.0,6.5,4.2,1.6,4.5,4.0,1.7,6.5,4.0,1.57,6.0,4.2,1.6
0.0,1.0,A,0.0,0.0,0.0,9.0,5.0,1.39,7.2,4.4,1.45,8.5,4.5,1.4,7.5,5.0,1.44
1.0,2.0,A,1.0,2.0,0.0,1.9,3.79,4.2,1.9,3.5,4.1,1.91,3.75,4.0,1.9,3.75,4.2
5.0,4.0,H,1.0,2.0,0.0,1.33,6.0,9.0,1.3,5.5,9.5,1.3,6.0,9.0,1.33,5.75,9.5
3.0,1.0,H,1.0,0.0,0.0,2.45,3.5,3.0,2.4,3.3,2.95,2.4,3.3,3.1,2.4,3.5,3.1
2.0,1.0,H,1.0,0.0,0.0,1.57,3.9,7.5,1.55,3.8,7.0,1.57,3.8,6.0,1.57,4.0,7.0
2.0,0.0,H,1.0,0.0,0.0,1.9,3.6,4.5,1.9,3.5,4.1,1.91,3.5,4.0,1.87,3.6,4.75
0.0,2.0,A,0.0,1.0,0.0,2.5,3.4,3.0,2.4,3.3,2.95,2.45,3.3,2.8,2.5,3.4,3.0
0.0,3.0,A,0.0,2.0,0.0,6.5,4.0,1.61,6.2,4.0,1.55,5.8,3.9,1.57,6.5,4.0,1.62
1.0,2.0,A,1.0,2.0,0.0,3.9,3.5,2.04,3.7,3.35,2.05,3.8,3.2,2.05,3.9,3.4,2.1
2.0,0.0,H,1.0,0.0,0.0,2.37,3.2,3.4,2.2,3.3,3.4,2.38,3.0,3.3,2.4,3.2,3.4
2.0,2.0,D,1.0,1.0,0.0,2.37,3.3,3.3,2.25,3.35,3.2,2.3,3.2,3.2,2.38,3.3,3.3
0.0,2.0,A,0.0,1.0,0.0,4.0,3.8,1.95,3.6,3.6,2.0,3.8,3.8,1.91,3.9,4.0,1.91
4.0,0.0,H,2.0,0.0,0.0,1.25,6.5,14.0,1.25,6.1,11.0,1.25,5.5,12.0,1.25,6.5,13.0
0.0,0.0,D,0.0,0.0,0.0,1.85,3.5,5.0,1.8,3.6,4.5,1.83,3.25,4.8,1.85,3.4,5.2
0.0,0.0,D,0.0,0.0,0.0,3.25,3.1,2.54,2.9,3.2,2.5,3.1,3.0,2.45,3.25,3.1,2.55
3.0,2.0,H,2.0,2.0,0.0,1.8,4.0,4.5,1.8,3.8,4.2,1.83,3.75,4.0,1.8,4.0,4.5
2.0,1.0,H,2.0,0.0,0.0,1.9,3.5,4.75,2.0,3.25,4.0,1.91,3.4,4.0,1.91,3.5,4.6
2.0,0.0,H,2.0,0.0,1.0,2.04,3.5,3.9,2.1,3.3,3.6,2.05,3.4,3.6,2.05,3.5,4.0
3.0,1.0,H,1.0,0.0,0.0,1.28,6.0,12.0,1.27,6.0,10.0,1.25,6.0,10.0,1.29,6.0,12.0
1.0,2.0,A,1.0,0.0,0.0,2.1,3.6,3.7,2.05,3.55,3.55,2.05,3.6,3.4,2.1,3.6,3.7
3.0,2.0,H,3.0,1.0,0.0,5.5,3.6,1.75,5.1,3.5,1.75,4.8,3.6,1.75,5.5,3.6,1.75
1.0,3.0,A,1.0,1.0,0.0,2.45,3.1,3.4,2.4,3.1,3.15,2.38,3.0,3.25,2.4,3.1,3.5
6.0,1.0,H,3.0,1.0,0.0,1.1,13.0,26.0,1.08,10.5,29.0,1.06,12.0,29.0,1.06,13.0,34.0
0.0,2.0,A,0.0,1.0,1.0,7.0,5.0,1.44,7.0,4.5,1.45,6.0,4.75,1.44,7.0,5.0,1.45
3.0,1.0,H,1.0,1.0,0.0,1.36,5.5,9.0,1.4,4.8,7.5,1.36,5.0,7.5,1.36,5.5,9.0
2.0,2.0,D,0.0,0.0,1.0,2.62,3.6,2.75,2.55,3.5,2.65,2.5,3.6,2.62,2.6,3.6,2.75
0.0,0.0,D,0.0,0.0,1.0,2.37,3.0,3.7,2.3,3.0,3.55,2.3,3.1,3.3,2.38,3.1,3.6
1.0,0.0,H,1.0,0.0,0.0,1.16,8.5,19.0,1.15,7.9,18.0,1.15,8.0,17.0,1.15,8.5,23.0
1.0,2.0,A,0.0,0.0,1.0,2.45,3.2,3.25,2.4,3.15,3.1,2.3,3.3,3.1,2.45,3.25,3.25
1.0,1.0,D,0.0,0.0,0.0,11.0,6.5,1.28,11.0,6.1,1.25,10.0,6.0,1.25,13.0,6.25,1.29
4.0,2.0,H,3.0,2.0,0.0,2.0,3.4,4.33,1.97,3.35,4.1,2.0,3.25,3.9,2.0,3.4,4.33
1.0,2.0,A,0.0,0.0,0.0,5.75,4.0,1.66,5.0,3.75,1.7,5.0,3.75,1.67,5.5,4.0,1.67
2.0,1.0,H,0.0,0.0,0.0,2.6,3.25,3.0,2.5,3.2,2.95,2.5,3.3,2.8,2.6,3.3,2.9
0.0,3.0,A,0.0,0.0,0.0,2.62,3.3,2.9,2.6,3.25,2.75,2.5,3.4,2.7,2.6,3.3,2.9
2.0,2.0,D,0.0,1.0,0.0,2.3,3.4,3.4,2.2,3.3,3.4,2.25,3.3,3.2,2.25,3.4,3.5
2.0,0.0,H,0.0,0.0,0.0,1.3,6.0,11.0,1.27,6.0,10.0,1.29,5.8,8.5,1.3,6.0,11.0
0.0,2.0,A,0.0,0.0,0.0,2.0,3.5,4.2,2.0,3.4,3.8,1.95,3.4,4.0,2.0,3.4,4.33
1.0,1.0,D,1.0,1.0,0.0,1.53,4.2,7.5,1.6,4.0,5.5,1.5,3.8,7.5,1.53,4.2,7.5
1.0,2.0,A,0.0,2.0,0.0,7.5,5.0,1.44,6.5,4.3,1.5,7.0,4.75,1.4,7.5,5.0,1.45
2.0,1.0,H,1.0,1.0,0.0,1.11,11.0,26.0,1.12,9.0,20.0,1.08,10.0,26.0,1.11,11.0,29.0
0.0,1.0,A,0.0,0.0,0.0,2.6,3.4,2.87,2.5,3.3,2.85,2.4,3.5,2.8,2.5,3.5,2.9
0.0,2.0,A,0.0,2.0,0.0,6.0,3.75,1.7,5.0,3.75,1.7,5.5,3.7,1.65,6.25,3.8,1.65
2.0,3.0,A,1.0,1.0,0.0,6.5,4.33,1.57,5.4,3.8,1.65,5.5,4.33,1.53,6.5,4.33,1.55
2.0,1.0,H,0.0,0.0,0.0,5.5,4.2,1.64,5.3,3.9,1.65,5.0,4.2,1.62,5.75,4.2,1.62
4.0,2.0,H,3.0,0.0,0.0,2.45,3.5,3.0,2.35,3.4,3.0,2.38,3.4,2.9,2.45,3.5,3.0
4.0,1.0,H,2.0,1.0,0.0,1.18,8.0,19.0,1.2,6.8,15.0,1.17,7.0,15.0,1.18,7.5,21.0
0.0,1.0,A,0.0,1.0,0.0,3.3,3.1,2.5,3.2,3.1,2.4,3.1,3.0,2.45,3.3,3.13,2.5
3.0,0.0,H,2.0,0.0,0.0,1.12,10.0,26.0,1.12,9.0,20.0,1.12,9.0,17.0,1.13,10.0,26.0
1.0,2.0,A,0.0,0.0,0.0,4.2,3.8,1.9,4.0,3.6,1.9,3.75,3.7,1.91,4.1,3.75,1.95
1.0,2.0,A,0.0,1.0,0.0,3.0,3.6,2.4,2.95,3.6,2.3,2.88,3.5,2.3,3.1,3.7,2.3
1.0,2.0,A,0.0,2.0,0.0,4.33,3.6,1.95,4.15,3.55,1.9,4.0,3.4,1.91,4.4,3.6,1.93
1.0,3.0,A,1.0,2.0,0.0,2.0,3.75,3.9,2.0,3.55,3.6,2.05,3.6,3.4,2.05,3.6,3.75
1.0,0.0,H,0.0,0.0,0.0,1.75,3.6,5.75,1.8,3.5,4.7,1.75,3.5,4.8,1.75,3.6,5.75
2.0,2.0,D,1.0,0.0,0.0,2.1,3.4,3.9,2.1,3.25,3.75,2.05,3.2,3.75,2.15,3.25,3.9
1.0,2.0,A,0.0,1.0,0.0,5.0,4.0,1.75,4.8,3.9,1.7,4.4,3.8,1.75,5.0,3.9,1.75
4.0,0.0,H,2.0,0.0,0.0,3.0,3.4,2.5,2.8,3.3,2.55,2.8,3.3,2.5,2.9,3.4,2.6
0.0,5.0,A,0.0,3.0,0.0,23.0,8.0,1.16,15.0,6.5,1.2,17.0,7.5,1.15,20.0,8.5,1.17
0.0,0.0,D,0.0,0.0,0.0,2.14,3.4,3.75,2.0,3.4,3.8,2.1,3.3,3.5,2.15,3.4,3.75
1.0,1.0,D,0.0,1.0,0.0,2.54,3.5,2.9,2.6,3.3,2.7,2.5,3.4,2.75,2.45,3.5,3.0
3.0,1.0,H,1.0,1.0,0.0,1.61,4.0,6.5,1.67,3.9,5.0,1.6,3.75,6.0,1.62,3.8,7.0
3.0,0.0,H,3.0,0.0,0.0,1.2,7.5,17.0,1.2,6.5,15.0,1.18,7.0,15.0,1.2,7.5,17.0
1.0,1.0,D,1.0,0.0,0.0,1.57,4.33,6.5,1.55,4.0,6.2,1.57,4.2,5.5,1.6,4.1,6.5
2.0,0.0,H,0.0,0.0,0.0,1.44,5.0,7.5,1.45,4.5,7.0,1.47,4.75,6.0,1.45,5.0,7.0
0.0,0.0,D,0.0,0.0,0.0,6.0,4.5,1.57,6.1,4.2,1.53,5.0,4.2,1.6,6.0,4.5,1.57
2.0,0.0,H,0.0,0.0,0.0,1.44,5.1,7.0,1.45,4.5,7.0,1.44,5.0,6.0,1.5,4.8,6.5
1.0,1.0,D,1.0,0.0,0.0,2.8,3.6,2.54,2.85,3.3,2.5,2.8,3.5,2.45,2.8,3.6,2.55
3.0,0.0,H,0.0,0.0,0.0,1.75,4.2,4.75,1.8,3.7,4.4,1.75,4.0,4.33,1.75,4.1,4.75
0.0,2.0,A,0.0,2.0,0.0,8.5,4.5,1.44,6.6,4.25,1.5,7.0,4.4,1.47,8.5,4.5,1.45
2.0,0.0,H,1.0,0.0,0.0,1.1,12.0,34.0,1.1,9.1,28.0,1.07,12.0,29.0,1.1,12.0,31.0
0.0,2.0,A,0.0,1.0,0.0,2.6,3.3,3.0,2.6,3.3,2.75,2.55,3.2,2.9,2.6,3.25,3.0
3.0,1.0,H,2.0,0.0,0.0,4.5,3.8,1.85,4.3,3.6,1.85,4.2,3.7,1.85,4.6,3.8,1.83
2.0,0.0,H,0.0,0.0,0.0,1.8,3.6,5.25,1.9,3.5,4.1,1.85,3.5,4.5,1.85,3.5,5.0
1.0,2.0,A,0.0,0.0,0.0,2.62,3.0,3.2,2.55,3.05,3.05,2.55,3.1,3.0,2.6,3.1,3.13
2.0,1.0,H,1.0,0.0,0.0,2.25,3.5,3.4,2.2,3.45,3.2,2.25,3.4,3.2,2.25,3.5,3.3
1.0,0.0,H,1.0,0.0,0.0,2.7,3.3,2.87,2.65,3.3,2.65,2.62,3.2,2.8,2.7,3.3,2.88
1.0,1.0,D,1.0,0.0,0.0,2.14,3.1,4.2,2.1,3.05,4.05,2.15,3.0,4.0,2.15,3.1,4.2
0.0,1.0,A,0.0,0.0,0.0,3.0,3.2,2.62,2.9,3.1,2.6,2.9,3.2,2.55,3.0,3.25,2.6
1.0,2.0,A,1.0,1.0,1.0,2.2,3.4,3.6,2.15,3.45,3.4,2.2,3.4,3.3,2.2,3.4,3.6
3.0,2.0,H,0.0,2.0,0.0,1.44,4.5,9.0,1.5,4.3,6.5,1.47,4.4,7.0,1.45,4.5,8.5
1.0,0.0,H,1.0,0.0,0.0,1.22,7.0,15.0,1.22,6.5,13.0,1.25,6.0,11.0,1.25,6.5,15.0
0.0,4.0,A,0.0,3.0,1.0,2.14,3.6,3.5,2.1,3.55,3.4,2.15,3.5,3.3,2.15,3.6,3.5
1.0,5.0,A,1.0,1.0,0.0,5.25,4.33,1.66,4.6,4.35,1.65,4.4,4.2,1.7,5.0,4.4,1.67
0.0,0.0,D,0.0,0.0,0.0,2.54,3.6,2.8,2.5,3.3,2.85,2.5,3.5,2.75,2.55,3.6,2.8
0.0,3.0,A,0.0,1.0,0.0,6.0,4.1,1.61,5.3,3.9,1.65,5.5,4.0,1.62,6.0,4.2,1.6
0.0,0.0,D,0.0,0.0,0.0,2.04,3.7,3.75,2.0,3.55,3.6,2.0,3.6,3.6,2.0,3.7,3.9
4.0,2.0,H,2.0,2.0,0.0,2.5,3.5,2.95,2.4,3.45,2.85,2.4,3.4,2.88,2.5,3.5,2.9
2.0,2.0,D,1.0,0.0,0.0,1.75,3.8,5.25,1.7,3.85,4.8,1.73,3.8,4.6,1.73,3.9,5.25
0.0,1.0,A,0.0,1.0,0.0,11.0,5.5,1.33,10.0,5.3,1.3,11.0,5.0,1.32,13.0,5.5,1.3
5.0,0.0,H,1.0,0.0,0.0,1.08,13.0,34.0,1.1,9.2,27.0,1.06,13.0,26.0,1.05,13.0,31.0
0.0,1.0,A,0.0,1.0,0.0,2.2,3.25,3.8,2.15,3.1,3.75,2.15,3.2,3.7,2.2,3.2,3.9
0.0,1.0,A,0.0,1.0,0.0,4.1,3.9,1.9,3.9,3.7,1.9,3.8,3.8,1.91,4.1,3.9,1.91
0.0,2.0,A,0.0,2.0,0.0,1.75,3.75,5.25,1.7,3.65,5.2,1.73,3.6,5.0,1.75,3.75,5.4
2.0,0.0,H,0.0,0.0,0.0,1.85,3.6,4.75,1.83,3.55,4.45,1.88,3.5,4.33,1.85,3.6,4.75
3.0,1.0,H,1.0,1.0,0.0,1.53,4.5,6.5,1.53,4.5,5.6,1.53,4.33,5.8,1.53,4.6,6.25
1.0,0.0,H,0.0,0.0,0.0,3.2,3.2,2.5,3.1,3.1,2.45,3.2,3.0,2.4,3.3,3.2,2.45
0.0,3.0,A,0.0,1.0,1.0,2.9,3.75,2.4,2.8,3.4,2.5,2.75,3.7,2.4,2.88,3.8,2.4
1.0,1.0,D,0.0,1.0,0.0,2.1,3.5,3.8,2.05,3.4,3.65,2.15,3.4,3.5,2.1,3.5,3.8
4.0,1.0,H,1.0,0.0,0.0,1.11,11.0,26.0,1.12,9.0,20.0,1.08,11.0,29.0,1.11,11.0,29.0
0.0,0.0,D,0.0,0.0,0.0,2.1,3.4,3.9,2.1,3.2,3.8,2.15,3.25,3.6,2.15,3.25,4.0
3.0,0.0,H,2.0,0.0,0.0,1.75,3.75,5.25,1.75,3.6,4.9,1.75,3.6,5.0,1.8,3.5,5.4
0.0,4.0,A,0.0,1.0,0.0,11.0,5.0,1.36,7.6,4.8,1.4,9.5,4.75,1.36,11.5,5.0,1.33
2.0,2.0,D,1.0,0.0,0.0,4.75,4.1,1.75,4.4,3.7,1.8,4.2,4.2,1.75,4.75,4.1,1.73
2.0,1.0,H,1.0,0.0,0.0,1.72,3.9,5.25,1.7,3.75,5.0,1.75,3.8,4.6,1.73,3.9,5.2
0.0,1.0,A,0.0,1.0,0.0,4.75,4.1,1.75,4.3,3.8,1.8,4.4,4.2,1.73,4.8,4.1,1.73
1.0,1.0,D,0.0,0.0,0.0,3.9,3.9,1.95,3.2,3.5,2.2,3.6,3.7,2.0,3.8,3.8,2.0
1.0,2.0,A,1.0,1.0,0.0,3.6,3.7,2.1,3.5,3.4,2.1,3.4,3.5,2.1,3.6,3.6,2.15
0.0,1.0,A,0.0,0.0,0.0,3.8,3.4,2.14,3.4,3.2,2.25,3.6,3.3,2.15,3.8,3.3,2.15
3.0,1.0,H,1.0,1.0,0.0,1.61,4.0,6.5,1.7,3.8,5.0,1.6,3.9,6.0,1.62,3.9,6.5
1.0,0.0,H,0.0,0.0,0.0,2.75,3.25,2.8,2.7,3.15,2.75,2.62,3.25,2.75,2.75,3.2,2.8
4.0,2.0,H,1.0,1.0,0.0,1.75,3.75,5.25,1.8,3.6,4.5,1.75,3.7,4.8,1.75,3.7,5.4
2.0,3.0,A,0.0,2.0,0.0,3.1,3.4,2.45,3.15,3.3,2.3,2.9,3.3,2.5,3.0,3.4,2.5
3.0,1.0,H,1.0,0.0,0.0,1.25,6.75,13.0,1.25,6.1,11.0,1.29,6.0,9.5,1.29,6.0,12.0
6.0,1.0,H,4.0,1.0,0.0,1.11,11.0,29.0,1.12,9.0,20.0,1.11,10.0,21.0,1.1,11.0,34.0
1.0,0.0,H,1.0,0.0,0.0,2.3,3.5,3.3,2.25,3.35,3.2,2.3,3.4,3.1,2.3,3.4,3.3
2.0,1.0,H,1.0,1.0,0.0,2.6,3.1,3.1,2.65,3.2,2.75,2.55,3.1,3.0,2.6,3.13,3.13
0.0,1.0,A,0.0,0.0,0.0,4.5,3.75,1.85,4.5,3.6,1.8,4.33,3.6,1.83,4.4,3.75,1.87
1.0,1.0,D,1.0,0.0,0.0,3.4,3.25,2.35,3.2,3.3,2.3,3.3,3.2,2.3,3.5,3.2,2.38
0.0,0.0,D,0.0,0.0,0.0,1.5,4.33,8.0,1.53,4.2,6.1,1.52,4.2,6.5,1.53,4.3,7.0
